Snapdeal_Name,Snapdeal_Synonyms,Snapdeal_SalesPrice,Snapdeal_OriginalPrice,Snapdeal_Rating,Snapdeal_ProductLink,Snapdeal_ImageLink,Snapdeal_Availability,Amazon_Name,Amazon_Synonyms,Amazon_SalesPrice,Amazon_OriginalPrice,Amazon_Availability,Amazon_Rating,Amazon_ProductLink,Amazon_ImageLink,Flipkart_Name,Flipkart_Synonyms,Flipkart_SalesPrice,Flipkart_OriginalPrice,Flipkart_Rating,Flipkart_ProductLink,Flipkart_ImageLink
"Samsung Galaxy F02s ( 64GB , 4 GB ) Black","Samsung Galaxy F02s | Samsung Galaxy F02s ( 64GB , 4 GB) | Samsung Galaxy F02s Black",11299,11499.0,0.0,https://www.snapdeal.com/product/samsung-galaxy-f02s-64gb-4/6917529659665043716,https://n1.sdlcdn.com/imgs/j/s/f/Samsung-Galaxy-F02s-64GB-4-SDL762943059-1-39543.jpg,Available,"Samsung Galaxy M02s (Black,4GB RAM, 64GB Storage) | 5000 mAh | Triple Camera","['Samsung Galaxy M02s ', 'Samsung Galaxy M02s Black', 'Samsung Galaxy M02s 4GB RAM']",9999,11499,Available,4.1,https://www.amazon.co.in/Samsung-Galaxy-Storage-Triple-Camera/dp/B08RSXPPFY/ref=sr_1_49?dchild=1&keywords=mobile&qid=1624268749&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-49,https://m.media-amazon.com/images/I/71IkA3T7hIL._AC_UY218_.jpg,"SAMSUNG Galaxy F02s (Diamond Black, 64 GB)",SAMSUNG Galaxy F02s | SAMSUNG Galaxy F02s Diamond Black | SAMSUNG Galaxy F02s  64 GB,9999.0,11499,4.2,https://www.flipkart.com/samsung-galaxy-f02s-diamond-black-64-gb/p/itm9bd7eed56f2cf?pid=MOBGFG79NYAKZFH5&lid=LSTMOBGFG79NYAKZFH57TJ6C3&marketplace=FLIPKART&store=tyy%2F4io&srno=b_27_625&otracker=browse&fm=organic&iid=144ae797-b8f3-4739-87ae-660b48477fee.MOBGFG79NYAKZFH5.SEARCH&ppt=None&ppn=None&ssid=5smvyops400000001624017933627,https://rukminim1.flixcart.com/image/312/312/kn22m4w0/mobile/q/q/f/galaxy-f02s-sm-e025fakeins-samsung-original-imagfthzbvzgzpnb.jpeg?q=70
"Swipe Elite Pro ( 32GB , 3 GB ) White","Swipe Elite Pro | Swipe Elite Pro ( 32GB , 3 GB) | Swipe Elite Pro White",6990,,3.5,https://www.snapdeal.com/product/swipe-elite-pro-32gb/6917529688857288489,https://n1.sdlcdn.com/imgs/h/i/3/Swipe_Elite_Pro_32GB_3GB-6bba5.jpg,Sold out,,,,,,,,,,,,,,,
"I-Smart IS-204-Flip ( 128 MB , 256 MB ) Purple","I-Smart IS-204-Flip | I-Smart IS-204-Flip ( 128 MB , 256 MB) | I-Smart IS-204-Flip Purple",1184,,3.1,https://www.snapdeal.com/product/ismart-is204flip-128-mb-purple/6917529647941964418,https://n3.sdlcdn.com/imgs/e/d/p/I-Smart-IS-204-Flip-SDL698064073-1-147cf.jpg,Sold out,,,,,,,,,,,,,,,
"Nokia 3 ( 16GB , 2 GB ) Matte Black","Nokia 3 | Nokia 3 ( 16GB , 2 GB) | Nokia 3 Black",8303,,3.7,https://www.snapdeal.com/product/nokia-nokia-3-16gb/8646911943061116645,https://n4.sdlcdn.com/imgs/g/h/d/SDL804110145-c68db.jpg,Sold out,Nokia 216 (Black),"['Nokia 216 ', 'Nokia 216  Black']",2999,2999,Available,4.1,https://www.amazon.co.in/Nokia-216-Black/dp/B01M69DXTB/ref=sr_1_103?dchild=1&keywords=mobile&qid=1624268762&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-103,https://m.media-amazon.com/images/I/51jUtsdS+BL._AC_UY218_.jpg,,,,,,,
"Redmi Note 10 ( 64GB , 4 GB ) Black","Redmi Note 10 | Redmi Note 10 ( 64GB , 4 GB) | Redmi Note 10 Black",14003,15999.0,0.0,https://www.snapdeal.com/product/redmi-note-10-64gb-4/6917529653601744988,https://n1.sdlcdn.com/imgs/j/s/n/Redmi-Note-10-64GB-4-SDL604565493-1-413d2.jpg,Available,"Redmi 4 (Black, 16 GB)","['Redmi 4 ', 'Redmi 4 Black', 'Redmi 4  16 GB']",6999,7499,Available,4.1,https://www.amazon.co.in/Redmi-4-Black-16-GB/dp/B01MT0QKAG/ref=sr_1_1350?dchild=1&keywords=mobile&qid=1624268983&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-1350,https://m.media-amazon.com/images/I/61nzk9MGSlL._AC_UY218_.jpg,"REDMI Note 10 (Shadow Black, 128 GB)",REDMI Note 10 | REDMI Note 10 Shadow Black | REDMI Note 10  128 GB,16299.0,NAN,4.3,https://www.flipkart.com/redmi-note-10-shadow-black-128-gb/p/itm23973bd36fd21?pid=MOBGF47CABQTQ6AT&lid=LSTMOBGF47CABQTQ6ATTHHUIT&marketplace=FLIPKART&store=tyy%2F4io&srno=b_28_669&otracker=browse&fm=organic&iid=4792d7b7-2d27-46be-900c-e758e6ac8e70.MOBGF47CABQTQ6AT.SEARCH&ppt=None&ppn=None&ssid=ubo08db8ao0000001624017960137,https://rukminim1.flixcart.com/image/312/312/kmax8y80/mobile/o/4/z/note-10-mobhwasd2-redmi-original-imagf8hpzgar5mgs.jpeg?q=70
"Lenovo A6600D40 ( 16GB , 2 GB ) Black","Lenovo A6600D40 | Lenovo A6600D40 ( 16GB , 2 GB) | Lenovo A6600D40 Black",5512,,3.8,https://www.snapdeal.com/product/lenovo-a6600-plus-16gb-white/5188147405905959959,https://n4.sdlcdn.com/imgs/d/a/l/Lenovo-A6600-Plus-16GB-Black-SDL362118935-1-12705.jpg,Sold out,,,,,,,,,,,,,,,
"Swipe Konnect Grand ( 8GB , 1 GB ) Black","Swipe Konnect Grand | Swipe Konnect Grand ( 8GB , 1 GB) | Swipe Konnect Grand Black",2998,,3.4,https://www.snapdeal.com/product/swipe-konnect-grand-8gb-black/643354569318,https://n3.sdlcdn.com/imgs/e/9/g/Swipe-Konnect-Grand-8GB-Black-SDL740214486-1-1e8cd.jpg,Sold out,,,,,,,,,,,,,,,
"Motorola G10 Power ( 64GB , 4 GB ) Blue","Motorola G10 Power | Motorola G10 Power ( 64GB , 4 GB) | Motorola G10 Power Blue",12003,12999.0,0.0,https://www.snapdeal.com/product/motorola-g10-power-64gb-4/623701355831,https://n2.sdlcdn.com/imgs/j/s/q/Motorola-G10-Power-64GB-4-SDL266022278-1-ff75c.jpg,Available,MOTOROLA G10 Power (64 GB) (4 GB RAM) (Breeze Blue),"['MOTOROLA G10 Power ', 'MOTOROLA G10 Power  64 GB']",Unavailable,Unavailable,Unavailable,4.5,https://www.amazon.co.in/MOTOROLA-G10-Power-Breeze-Blue/dp/B08ZDLVX9Q/ref=sr_1_145?dchild=1&keywords=mobile&qid=1624268771&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-145,https://m.media-amazon.com/images/I/31Ag98vEupL._AC_UY218_.jpg,"MOTOROLA G10 Power (Breeze Blue, 64 GB)",MOTOROLA G10 Power | MOTOROLA G10 Power Breeze Blue | MOTOROLA G10 Power  64 GB,9999.0,12999,4.1,https://www.flipkart.com/motorola-g10-power-breeze-blue-64-gb/p/itm8e2997ef47ea5?pid=MOBFVXJ4HJ3TCPUJ&lid=LSTMOBFVXJ4HJ3TCPUJYINLRU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_81&otracker=browse&fm=organic&iid=e81452ea-6dde-4a56-990c-eb1ac418e63a.MOBFVXJ4HJ3TCPUJ.SEARCH&ppt=None&ppn=None&ssid=3nmdrt1nlc0000001624017298981,https://rukminim1.flixcart.com/image/312/312/klzhq4w0/mobile/m/i/j/g10-power-pamr0002in-pamr0008in-pamr0010in-motorola-original-imagyyvxqmjfvkdh.jpeg?q=70
"Motorola G10 Power ( 64GB , 4 GB ) Blue","Motorola G10 Power | Motorola G10 Power ( 64GB , 4 GB) | Motorola G10 Power Blue",12003,12999.0,0.0,https://www.snapdeal.com/product/motorola-g10-power-64gb-4/623701355831,https://n2.sdlcdn.com/imgs/j/s/q/Motorola-G10-Power-64GB-4-SDL266022278-1-ff75c.jpg,Available,MOTOROLA G10 Power (64 GB) (4 GB RAM) (Aurora Grey),"['MOTOROLA G10 Power ', 'MOTOROLA G10 Power  64 GB']",Unavailable,Unavailable,Unavailable,4.5,https://www.amazon.co.in/MOTOROLA-G10-Power-Aurora-Grey/dp/B08ZDHDR4V/ref=sr_1_216?dchild=1&keywords=mobile&qid=1624268779&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-216,https://m.media-amazon.com/images/I/31yW27dKYtL._AC_UY218_.jpg,"MOTOROLA G10 Power (Breeze Blue, 64 GB)",MOTOROLA G10 Power | MOTOROLA G10 Power Breeze Blue | MOTOROLA G10 Power  64 GB,9999.0,12999,4.1,https://www.flipkart.com/motorola-g10-power-breeze-blue-64-gb/p/itm8e2997ef47ea5?pid=MOBFVXJ4HJ3TCPUJ&lid=LSTMOBFVXJ4HJ3TCPUJYINLRU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_4_81&otracker=browse&fm=organic&iid=e81452ea-6dde-4a56-990c-eb1ac418e63a.MOBFVXJ4HJ3TCPUJ.SEARCH&ppt=None&ppn=None&ssid=3nmdrt1nlc0000001624017298981,https://rukminim1.flixcart.com/image/312/312/klzhq4w0/mobile/m/i/j/g10-power-pamr0002in-pamr0008in-pamr0010in-motorola-original-imagyyvxqmjfvkdh.jpeg?q=70
"Redmi Note 9 pro max ( 64GB , 6 GB ) Gold","Redmi Note 9 pro max | Redmi Note 9 pro max ( 64GB , 6 GB) | Redmi Note 9 pro max Gold",16499,18499.0,0.0,https://www.snapdeal.com/product/redmi-note-9-pro-max/8070451180120500996,https://n1.sdlcdn.com/imgs/j/s/p/Redmi-Note-9-pro-max-SDL892021472-1-8aead.jpg,Available,,,,,,,,,,,,,,,
"Redmi Note 10 ( 64GB , 4 GB ) Aqua Green","Redmi Note 10 | Redmi Note 10 ( 64GB , 4 GB) | Redmi Note 10 Green",14003,15999.0,0.0,https://www.snapdeal.com/product/redmi-note-10-64gb-4/8070451158208591964,https://n4.sdlcdn.com/imgs/j/s/n/Redmi-Note-10-64GB-4-SDL416012103-1-85817.jpg,Available,"Redmi Note 10 (Aqua Green, 6GB RAM, 128GB Storage) - Amoled Dot Display | 48MP Sony Sensor IMX582 | Snapdragon 678 Processor","['Redmi Note 10 ', 'Redmi Note 10 Aqua Green', 'Redmi Note 10  6GB RAM']",Unavailable,Unavailable,Unavailable,4.1,https://www.amazon.co.in/Test-Exclusive_2020_1143-Multi-3GB-Storage/dp/B089MSG56S/ref=sr_1_27?dchild=1&keywords=mobile&qid=1624268743&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-27,https://m.media-amazon.com/images/I/71-BcSc9rhS._AC_UY218_.jpg,"REDMI Note 10 (Aqua Green, 128 GB)",REDMI Note 10 | REDMI Note 10 Aqua Green | REDMI Note 10  128 GB,16379.0,NAN,4.3,https://www.flipkart.com/redmi-note-10-aqua-green-128-gb/p/itm23973bd36fd21?pid=MOBGF47CCGXUZPAP&lid=LSTMOBGF47CCGXUZPAPGGRNIG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_24_567&otracker=browse&fm=organic&iid=818439b7-dc4f-418b-ae7a-4e956232a023.MOBGF47CCGXUZPAP.SEARCH&ppt=None&ppn=None&ssid=fh70s5ufm80000001624017850991,https://rukminim1.flixcart.com/image/312/312/kmax8y80/mobile/n/x/i/note-10-mzb084jlk1-redmi-original-imagf8hpm7nzzday.jpeg?q=70
"Redmi Note 10 ( 64GB , 4 GB ) Aqua Green","Redmi Note 10 | Redmi Note 10 ( 64GB , 4 GB) | Redmi Note 10 Green",14003,15999.0,0.0,https://www.snapdeal.com/product/redmi-note-10-64gb-4/8070451158208591964,https://n4.sdlcdn.com/imgs/j/s/n/Redmi-Note-10-64GB-4-SDL416012103-1-85817.jpg,Available,"Redmi Note 10 (Aqua Green, 6GB RAM, 128GB Storage) - Amoled Dot Display | 48MP Sony Sensor IMX582 | Snapdragon 678 Processor","['Redmi Note 10 ', 'Redmi Note 10 Aqua Green', 'Redmi Note 10  6GB RAM']",Unavailable,Unavailable,Unavailable,4.1,https://www.amazon.co.in/Test-Exclusive_2020_1143-Multi-3GB-Storage/dp/B089MSG56S/ref=sr_1_27?dchild=1&keywords=mobile&qid=1624268743&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-27,https://m.media-amazon.com/images/I/71-BcSc9rhS._AC_UY218_.jpg,"REDMI Note 10 (Aqua Green, 128 GB)",REDMI Note 10 | REDMI Note 10 Aqua Green | REDMI Note 10  128 GB,16354.0,NAN,4.3,https://www.flipkart.com/redmi-note-10-aqua-green-128-gb/p/itm23973bd36fd21?pid=MOBGF47CCGXUZPAP&lid=LSTMOBGF47CCGXUZPAPQR6IL6&marketplace=FLIPKART&store=tyy%2F4io&srno=b_28_667&otracker=browse&fm=organic&iid=4792d7b7-2d27-46be-900c-e758e6ac8e70.MOBGF47CCGXUZPAP.SEARCH&ppt=None&ppn=None&ssid=ubo08db8ao0000001624017960137,https://rukminim1.flixcart.com/image/312/312/kmax8y80/mobile/n/x/i/note-10-mzb084jlk1-redmi-original-imagf8hpm7nzzday.jpeg?q=70
"Intex Intex Aqua Style III ( 16GB , 1 GB ) Champagne","Intex Intex Aqua Style III | Intex Intex Aqua Style III ( 16GB , 1 GB) | Intex Intex Aqua Style III Champagne",4099,,3.6,https://www.snapdeal.com/product/intex-intex-aqua-style-iii/5764608165559132058,https://n2.sdlcdn.com/imgs/g/w/l/Intex-Aqua-Style-3-16GB-SDL520079859-1-13c2e.jpg,Sold out,Intex Aqua Craze (Champagne),"['Intex Aqua Craze ', 'Intex Aqua Craze  Champagne']",Unavailable,Unavailable,Unavailable,3.5,https://www.amazon.co.in/Intex-Aqua-Craze-Champagne/dp/B01F026ZOC/ref=sr_1_1199?dchild=1&keywords=mobile&qid=1624268953&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-1199,https://m.media-amazon.com/images/I/41Q+VwGAD-L._AC_UY218_.jpg,,,,,,,
